name,ring,quadrant,isNew,description
CSS,Adopt,Languages & frameworks,FALSE,<p>Cascading style sheet language used for styling and laying out web pages and applications <a href='https://developer.mozilla.org/en-US/docs/Web/CSS'>Docs</a></p>
JavaScript,Adopt,Languages & frameworks,FALSE,<p>High level multi paradigm programming language used for web development and writing web applications <a href='https://developer.mozilla.org/en-US/docs/Web/JavaScript'>Docs</a></p>  
Node.js,Adopt,Languages & frameworks,FALSE,<p>Open source cross-platform JavaScript runtime for building scalable network applications <a href='https://nodejs.org/en/docs/'>Docs</a></p> 
koa,Adopt,Languages & frameworks,TRUE,<p>Lean and powerful Nodejs web framework for building scalable RESTful APIs web apps and more <a href='https://koajs.com/'>Docs</a></p>   
TypeScript,Adopt,Languages & frameworks,FALSE,<p>Open source programming language developed by Microsoft; superset of JavaScript <a href='https://www.typescriptlang.org/docs/'>Docs</a></p>
React,Adopt,Languages & frameworks,FALSE,<p>Popular open source front end JavaScript library for building modular user interfaces <a href='https://reactjs.org/docs/getting-started.html'>Docs</a></p>
Redux,Adopt,Languages & frameworks,FALSE,<p>Predictable state management library commonly used with React for managing application state <a href='https://redux.js.org/introduction/getting-started'>Docs</a></p> 
Reselect,Adopt,Languages & frameworks,FALSE,<p>Simple library for creating memoized selector functions to efficiently derive data from Redux state <a href='https://github.com/reduxjs/reselect'>Docs</a></p>   
styled-components,Adopt,Languages & frameworks,TRUE,<p>Popular CSS-in-JS library for styling React component systems using tagged template literals <a href='https://styled-components.com/'>Docs</a></p>
UI Kit,Adopt,Languages & frameworks,TRUE,<p>Reusable UI components</p>
JWT,Adopt,Languages & frameworks,FALSE,<p>Open standard that defines compact URL-safe way of securely transmitting JSON objects <a href='https://jwt.io/introduction'>Docs</a></p>  
dayjs,Adopt,Languages & frameworks,TRUE,<p>Lightweight alternative to Momentjs for parsing manipulating validating formatting and displaying dates <a href='https://day.js.org/docs/en/installation/installation'>Docs</a></p>
styleguidist,Assess,Tools,FALSE,<p>Isolated React component development environment with hot reloaded dev server and a living style guide <a href='https://react-styleguidist.js.org/'>Docs</a></p>   
Module Federation,Trial,Tools,FALSE,<p>Webpack 5 feature that enables dynamic runtime code sharing between multiple separate bundles <a href='https://webpack.js.org/concepts/module-federation/'>Docs</a></p>
SWC,Trial,Tools,TRUE,<p>Blazingly fast Rust-based alternative to Babel for compiling modern JavaScript/TypeScript to older targets <a href='https://swc.rs/docs/get-started'>Docs</a></p>  
Sentry,Assess,Tools,FALSE,<p>Open source error monitoring platform that helps developers monitor and fix crashes in real time <a href='https://docs.sentry.io/'>Docs</a></p>
@reduxjs/toolkit,Assess,Languages & frameworks,TRUE,<p>Official optimized Redux developer tools containing libraries that simplify common use cases <a href='https://redux-toolkit.js.org/introduction/getting-started'>Docs</a></p>
slate,Assess,Languages & frameworks,TRUE,<p>Framework for developing rich text editors in React like Medium Docs Google Docs Slack etc <a href='https://docs.slatejs.org/'>Docs</a></p>  
@testing-library,Assess,Languages & frameworks,TRUE,<p>Simple and complete React DOM testing utilities to encourage good testing practices <a href='https://testing-library.com/docs/'>Docs</a></p>  
Jenkins,Hold,Tools,FALSE,<p>Leading open source automation server used for CI/CD and automating software development processes <a href='https://www.jenkins.io/doc/'>Docs</a></p>
Moment.js,Hold,Languages & frameworks,FALSE,<p>Legacy JavaScript date utility library for parsing manipulating validating and formatting dates <a href='http://momentjs.com/docs/'>Docs</a></p>
Lodash,Hold,Languages & frameworks,FALSE,<p>JavaScript utility library delivering consistency modularity customization on top of native JavaScript <a href='https://lodash.com/docs/'>Docs</a></p>
react-hook-form,Trial,Languages & frameworks,TRUE,<p>React hooks library for building forms with validation in React without crazy boilerplate code <a href='https://react-hook-form.com/'>Docs</a></p>  
yup,Trial,Languages & frameworks,TRUE,<p>JavaScript schema builder that validates values against schemas and provides clear validation errors <a href='https://github.com/jquense/yup'>Docs</a></p>
Private NPM Registry,Adopt,Tools,FALSE,<p>Private container registry for JavaScript packages with access control and analytics <a href='https://docs.npmjs.com/creating-and-publishing-private-packages'>Docs</a></p>
