name,ring,quadrant,isNew,description
React Query,Assess,Languages & frameworks,TRUE,<p>Performant and powerful data synchronization for React to manage server state <a href='https://react-query.tanstack.com/overview'>Docs</a></p>
React testing library,Trial,Languages & frameworks,TRUE,<p>Simple and complete React DOM testing utilities that encourage good testing practices <a href='https://testing-library.com/docs/react-testing-library/intro/'>Docs</a></p>
React-hook-form,Trial,Languages & frameworks,TRUE,<p>React hooks library for building forms with validation in a declarative manner <a href='https://react-hook-form.com/'>Docs</a></p>    
JWT,Adopt,Languages & frameworks,FALSE,<p>Open standard for transmitting information securely as JSON over the web <a href='https://jwt.io/introduction'>Docs</a></p>
DOMPurify,Adopt,Languages & frameworks,FALSE,<p>DOM-only super-fast uber-tolerant XSS sanitizer for HTML/DOM <a href='https://github.com/cure53/DOMPurify'>Docs</a></p>     
JSDOM,Adopt,Languages & frameworks,FALSE,<p>JavaScript implementation of WHATWG DOM and HTML standards for use without a browser <a href='https://github.com/jsdom/jsdom'>Docs</a></p>
Material-UI,Adopt,Languages & frameworks,TRUE,<p>Popular React UI framework that implements Google's Material Design guidelines <a href='https://mui.com/'>Docs</a></p>
WebSocket,Trial,Languages & frameworks,TRUE,<p>Computer communications protocol providing full-duplex communication over TCP connection <a href='https://developer.mozilla.org/en-US/docs/Web/API/WebSockets_API'>Docs</a></p>
WebRTC,Trial,Languages & frameworks,TRUE,<p>Free open web standard providing web browsers and apps real-time communication via API <a href='https://developer.mozilla.org/en-US/docs/Web/API/WebRTC_API'>Docs</a></p>     
ServiceWorker,Trial,Languages & frameworks,TRUE,<p>JavaScript API that enables creating progressive web apps with offline functionality <a href='https://developer.mozilla.org/en-US/docs/Web/API/Service_Worker_API'>Docs</a></p>
Dayjs,Adopt,Languages & frameworks,TRUE,<p>Immutable date library alternative to Momentjs with smaller size <a href='https://day.js.org/docs/en/installation/installation'>Docs</a></p>
Svelte,Assess,Languages & frameworks,TRUE,<p>Open source front end JavaScript framework for building fast and maintainable web applications <a href='https://svelte.dev/docs'>Docs</a></p>
Momentjs,Hold,Languages & frameworks,FALSE,<p>Legacy JavaScript date library for parsing manipulating and formatting dates <a href='http://momentjs.com/docs/'>Docs</a></p>
Lodash,Adopt,Languages & frameworks,FALSE,<p>Modern JavaScript utility library providing modular methods for common programming tasks <a href='https://lodash.com/docs/'>Docs</a></p>    
Webpack,Adopt,Tools,FALSE,<p>Popular open source static module bundler for modern JavaScript applications <a href='https://webpack.js.org/concepts/'>Docs</a></p>
Babel,Adopt,Tools,FALSE,<p>Open source toolchain that is mainly used to convert ECMAScript code into backwards compatible JavaScript <a href='https://babeljs.io/docs/en/'>Docs</a></p>     
PostCSS,Adopt,Tools,FALSE,<p>Tool for transforming CSS with JavaScript plugins like Autoprefixer <a href='https://postcss.org/'>Docs</a></p>
Sass,Adopt,Tools,FALSE,<p>Mature stable and powerful professional grade CSS extension language <a href='https://sass-lang.com/documentation'>Docs</a></p>
Autoprefixer,Adopt,Tools,FALSE,<p>PostCSS plugin to parse CSS and add vendor prefixes automatically <a href='https://github.com/postcss/autoprefixer'>Docs</a></p>     
Prettier,Adopt,Tools,FALSE,<p>Opinionated code formatter that supports multiple languages and integrates with most editors <a href='https://prettier.io/docs/en/index.html'>Docs</a></p>
Stylelint,Adopt,Tools,FALSE,<p>Mighty modern CSS linter that helps enforce consistent conventions and avoid errors in stylesheets <a href='https://stylelint.io/'>Docs</a></p>    
ESLint,Adopt,Tools,FALSE,<p>Pluggable JavaScript linter used to identify and report on patterns in JavaScript code <a href='https://eslint.org/docs/latest/'>Docs</a></p>
Playwright,Adopt,Tools,FALSE,<p>Nodejs library to automate Chromium Firefox and WebKit with a single API <a href='https://playwright.dev/docs/intro/'>Docs</a></p>    
Jest,Adopt,Tools,FALSE,<p>Delightful JavaScript testing framework with a focus on simplicity <a href='https://jestjs.io/docs/getting-started'>Docs</a></p>
Istanbul,Adopt,Tools,FALSE,<p>Yet another JS code coverage tool that computes statement line function and branch coverage <a href='https://istanbul.js.org/'>Docs</a></p>
nginx,Adopt,Tools,FALSE,<p>Free open-source high-performance HTTP server and reverse proxy <a href='https://nginx.org/en/docs/'>Docs</a></p>     
imgproxy,Adopt,Tools,FALSE,<p>Fast and secure standalone server for resizing and converting remote images <a href='https://github.com/imgproxy/imgproxy'>Docs</a></p>    
Docker,Adopt,Tools,FALSE,<p>Set of platform as a service products that use OS-level virtualization to deliver software in packages called containers <a href='https://docs.docker.com/'>Docs</a></p>
Telegraf,Adopt,Tools,FALSE,<p>Plugin-driven server agent for collecting and reporting metrics <a href='https://docs.influxdata.com/telegraf'>Docs</a></p>
Logstash,Adopt,Tools,FALSE,<p>Server‐side data processing pipeline that ingests data from multiple sources simultaneously <a href='https://www.elastic.co/guide/en/logstash/current/getting-started-with-logstash.html'>Docs</a></p>     
Grafana,Adopt,Tools,FALSE,<p>Open observability platform with powerful visualization capabilities and support for Graphite InfluxDB Elasticsearch and many more databases <a href='https://grafana.com/docs/'>Docs</a></p>
Kibana,Adopt,Tools,FALSE,<p>Free and open user interface for Elasticsearch; can be used to search view and interact with data <a href='https://www.elastic.co/guide/en/kibana/current/index.html'>Docs</a></p>     
GitLab,Adopt,Platforms,FALSE,<p>Web-based DevOps lifecycle tool providing a Git-repository manager with wiki issue-tracking and CI/CD pipeline features <a href='https://docs.gitlab.com/'>Docs</a></p> 
Jenkins,Adopt,Tools,FALSE,<p>Widely used open source automation server for automating software development processes and CI/CD pipelines <a href='https://www.jenkins.io/doc/'>Docs</a></p>    
Atlassian Jira,Adopt,Platforms,FALSE,<p>Proprietary issue tracking product developed by Atlassian for agile project management and bug tracking <a href='https://www.atlassian.com/software/jira/guides'>Docs</a></p>
Atlassian Confluence,Adopt,Platforms,FALSE,<p>Team collaboration software developed by Atlassian for documentation and knowledge sharing <a href='https://confluence.atlassian.com/doc/confluence-documentation-home-3296.html'>Docs</a></p>  
AsciiDoc,Trial,Tools,TRUE,<p>Human readable text document format that can be converted to DocBook or HTML using text editor <a href='https://docs.asciidoctor.org/'>Docs</a></p>    
Husky,Adopt,Tools,TRUE,<p>Tool for running scripts during Git commit push and more to prevent bad commits and improve commit messages <a href='https://typicode.github.io/husky/#/?id=usage'>Docs</a></p>
PostHTML,Assess,Tools,TRUE,<p>Open source HTML transformation toolkit that traverses the HTML AST and passes nodes through a plugin pipeline <a href='https://github.com/posthtml/posthtml'>Docs</a></p>
Sentry,Assess,Tools,FALSE,<p>Open source error monitoring platform that enables developers to discover and prioritize exceptions in real-time <a href='https://docs.sentry.io/'>Docs</a></p>
