name,ring,quadrant,isNew,description
Linux,Adopt,Languages & frameworks,FALSE,<p>Open source operating system with excellent stability and security widely used for servers and infrastructure <a href='https://www.linux.org/'>Docs</a></p>
HTML,Adopt,Languages & frameworks,FALSE,<p>Standard markup language designed for creating web pages and applications that runs in all browsers <a href='https://developer.mozilla.org/en-US/docs/Web/HTML'>Docs</a></p>
CSS,Adopt,Languages & frameworks,FALSE,<p>Cascading style sheet language used for styling and laying out web pages and applications <a href='https://developer.mozilla.org/en-US/docs/Web/CSS'>Docs</a></p>
JavaScript,Adopt,Languages & frameworks,FALSE,<p>High level multi paradigm programming language used for web development and writing web applications <a href='https://developer.mozilla.org/en-US/docs/Web/JavaScript'>Docs</a></p>
Node.js,Adopt,Languages & frameworks,FALSE,<p>Open source cross-platform JavaScript runtime for building scalable network applications <a href='https://nodejs.org/en/docs/'>Docs</a></p>
koa,Adopt,Languages & frameworks,FALSE,<p>Lean and powerful Nodejs web framework for building scalable RESTful APIs web apps and more <a href='https://koajs.com/'>Docs</a></p>
TypeScript,Adopt,Languages & frameworks,FALSE,<p>Open source programming language developed by Microsoft; superset of JavaScript <a href='https://www.typescriptlang.org/docs/'>Docs</a></p>
React,Adopt,Languages & frameworks,FALSE,<p>Popular open source front end JavaScript library for building modular user interfaces <a href='https://reactjs.org/docs/getting-started.html'>Docs</a></p>
Redux,Adopt,Languages & frameworks,FALSE,<p>Predictable state management library commonly used with React for managing application state <a href='https://redux.js.org/introduction/getting-started'>Docs</a></p>
Reselect,Adopt,Languages & frameworks,FALSE,<p>Simple library for creating memoized selector functions to efficiently derive data from Redux state <a href='https://github.com/reduxjs/reselect'>Docs</a></p>
@reduxjs/toolkit,Adopt,Languages & frameworks,FALSE,<p>Official optimized Redux developer tools containing libraries that simplify common use cases <a href='https://redux-toolkit.js.org/introduction/getting-started'>Docs</a></p>
styled-components,Adopt,Languages & frameworks,FALSE,<p>Popular CSS-in-JS library for styling React component systems using tagged template literals <a href='https://styled-components.com/'>Docs</a></p>
UI Kit,Adopt,Languages & frameworks,FALSE,<p>Reusable UI components</p>
dayjs,Adopt,Languages & frameworks,FALSE,<p>Lightweight alternative to Momentjs for parsing manipulating validating formatting and displaying dates <a href='https://day.js.org/docs/en/installation/installation'>Docs</a></p>
slate,Adopt,Languages & frameworks,FALSE,<p>Framework for developing rich text editors in React like Medium Docs Google Docs Slack etc <a href='https://docs.slatejs.org/'>Docs</a></p>
@testing-library,Adopt,Languages & frameworks,FALSE,<p>Simple and complete React DOM testing utilities to encourage good testing practices <a href='https://testing-library.com/docs/'>Docs</a></p>
Lodash,Adopt,Languages & frameworks,FALSE,<p>JavaScript utility library delivering consistency modularity customization on top of native JavaScript <a href='https://lodash.com/docs/'>Docs</a></p>
react-hook-form,Adopt,Languages & frameworks,FALSE,<p>React hooks library for building forms with validation in React without crazy boilerplate code <a href='https://react-hook-form.com/'>Docs</a></p>
yup,Adopt,Languages & frameworks,FALSE,<p>JavaScript schema builder that validates values against schemas and provides clear validation errors <a href='https://github.com/jquense/yup'>Docs</a></p>
Private NPM Registry,Adopt,Tools,FALSE,<p>Private container registry for JavaScript packages with access control and analytics <a href='https://docs.npmjs.com/creating-and-publishing-private-packages'>Docs</a></p>
Feature Flags,Adopt,Techniques,FALSE,<p>Software development technique to turn features on/off at runtime enabling controlled rollouts and testing - <a href='https://www.featureflags.io/'>Docs</a></p>
UI tests,Assess,Techniques,FALSE,<p>Testing approach that focuses on simulating user interface interactions to validate functionality and UX - <a href='https://www.browserstack.com/guide/ui-testing-and-its-types'>Docs</a></p>
Unit Tests,Adopt,Techniques,FALSE,<p>Unit testing is a software testing method by which individual units of source code—sets of one or more computer program modules together with associated control data, usage procedures, and operating procedures—are tested to determine whether they are fit for use</p>
